feature_1,feature_2,feature_3,feature_4,feature_5,cluster
174.9568687550294,0.4177054769876422,0.4975602673275646,57,30,3
110.98182440239847,0.5428646213442027,0.1953596934374107,96,34,3
186.07553210826967,0.7570820899810939,0.3581965770213294,46,27,0
145.12143798698963,0.5217655084714983,0.2856923636931681,89,21,3
93.92132621157046,0.5116644244804885,0.810074248906531,21,51,1
172.43080039731555,0.2238964668510428,0.7702990211987615,92,35,3
149.5640530158414,0.1097998604231311,0.4339752424413292,99,51,1
77.00820536958788,0.7824504344292966,0.596313914710135,84,28,3
124.6251784001472,0.3879575542699105,0.1809190492395979,58,34,1
158.27894875350586,0.9859451051741596,0.5086519647958028,64,27,3
189.41823113707835,0.2982108035432404,0.317252377208214,40,10,0
70.05226323587647,0.4048372229335117,0.8236858582122809,78,8,3
196.9786893740377,0.5715065220995186,0.6544385428157509,78,11,3
118.95544091695068,0.7794023113544795,0.6201266113601789,62,17,3
196.591859986582,0.5174720055102661,0.1622761700622613,62,27,0
148.6130931266269,0.2123402888005086,0.4735290915489971,47,25,0
177.74995503749008,0.3812512406428445,0.9379155016281931,27,22,0
144.71249561205332,0.5540672527308952,0.9034692566653986,71,36,3
151.64990577995553,0.7064641072151808,0.6305770762343992,42,14,0
107.12491662044022,0.793134960680883,0.1865523839287762,14,3,2
146.28833428529077,0.2173022028589188,0.6252141638479145,93,28,3
167.50282928134578,0.1206236181901436,0.5590959012895348,51,20,0
181.5807987357755,0.5671740899907906,0.4717992538951268,18,8,0
168.16068450079842,0.8289898395961747,0.4352337225214431,78,43,1
160.7474422981494,0.1113433903268886,0.5893427800922271,10,35,0
182.382325907098,0.7052228601883606,0.8149728996643689,35,8,0
111.94852958877703,0.7181274039912926,0.7260089363347436,49,55,1
157.20254280238635,0.5043220782279738,0.5714244862675097,93,17,3
128.61361173373538,0.9233098180677408,0.8822337633824252,79,51,1
119.67335776409725,0.6799249762812937,0.1082659850973939,89,46,1
123.40547548988413,0.1047158538863192,0.9422118578586282,4,52,1
122.19234585104029,0.535985600962938,0.0976950884011905,5,32,2
111.259912974576,0.87338602548784,0.2295459915247052,86,34,1
150.84951782963918,0.8473596130336055,0.4304773954801048,29,19,0
125.93214520676436,0.6842387774012301,0.1467579885666509,53,27,2
196.5942701305428,0.7063285815087685,0.6113033698979317,80,31,3
158.11411588646044,0.6206496218102805,0.0931933076439805,72,52,1
95.8140854955244,0.3467077976501669,0.3061614929062479,29,50,1
125.47113121524428,0.6044769914824529,0.1049330130077039,38,16,2
114.635011170675,0.7045568063356783,0.683167397994573,78,27,3
173.69304451461366,0.4171866671947679,0.6516105508305338,54,42,1
184.3997775132461,0.8702455305285349,0.3907225339255419,42,46,1
187.4994542574284,0.2755337374078366,0.219374834026839,64,15,0
156.15357560878408,0.7725887292987309,0.7223043461269506,68,26,3
105.12707406386852,0.3606424715681897,0.3563413616889205,44,37,1
102.80767119559668,0.7964193585197638,0.7657710506650786,84,24,3
181.13673255066232,0.4849635964024686,0.4891108452616582,73,55,1
138.60290402013706,0.8269285682009885,0.5231024999158814,50,56,1
174.28094092059774,0.4181813764011913,0.0756417645424104,80,40,1
144.4235072349088,0.292323913866623,0.6298088178911286,50,52,1
165.30852828737645,0.7905560575795899,0.3655908521889506,35,38,1
137.47151157032727,0.3777777528675859,0.2562845245628591,72,19,3
170.21490836524544,0.7599205609537848,0.4404950385905304,15,44,1
143.95153879161302,0.7700258377699589,0.3942207115438257,39,20,0
130.5422842169575,0.299257030817381,0.4728101360777241,2,21,0
114.54955803392664,0.2927009231385836,0.9315350187618257,35,1,0
78.86721529417153,0.27905313108436,0.3779402633314073,97,4,3
119.130143312653,0.2282665039892602,0.7469691200024355,79,28,3
80.3513901007728,0.4393743392866007,0.5474908368949032,15,53,1
197.76622478495784,0.1239650962224593,0.8502179801967346,15,18,0
93.60967067299929,0.1998283321308165,0.3694575660346147,94,4,3
